id,content,date_added,question_id,is_correct,key
9380dc1f-1549-4435-8b42-c2edd54f0c04,\( 5 \frac{1}{2} \),2023-10-29 15:31:47.062,c8e6a567-fd7a-476e-972e-b19cbd9c32a1,f,D
05298818-b82a-40c5-be52-c1b847249f38,18,2023-10-29 15:31:47.062,c8e6a567-fd7a-476e-972e-b19cbd9c32a1,f,E
565de3de-01ef-47b7-8204-2a5fb634d3d7,6,2023-10-29 15:35:40.967,bb963364-310d-4aab-9e0a-43d807d46249,f,A
61a80c0b-a96a-4ee7-8010-3e9bfa2915dc,8,2023-10-29 15:35:40.967,bb963364-310d-4aab-9e0a-43d807d46249,t,B
5adb2656-5f67-47ec-9059-e1657f5a57af,7,2023-10-29 15:35:40.967,bb963364-310d-4aab-9e0a-43d807d46249,f,C
4147b773-cbb0-4a5d-9483-7e2d8b393ace,9,2023-10-29 15:35:40.967,bb963364-310d-4aab-9e0a-43d807d46249,f,D
609d3962-9aa2-4246-9d48-9cec1593e6ef,10,2023-10-29 15:35:40.967,bb963364-310d-4aab-9e0a-43d807d46249,f,E
8d6a1ea3-d2e6-4e0f-9fb6-4b246f53dc4d,10,2023-10-29 15:44:28.673,db7e667c-a678-463f-b7a0-60dad39dce25,t,A
fdfa33e0-40c7-46e3-b3b5-be8f53357c1d,15,2023-10-29 15:44:28.673,db7e667c-a678-463f-b7a0-60dad39dce25,f,B
8e9b1f9a-6113-4f30-a9fe-0fd661e38ec9,20,2023-10-29 15:44:28.673,db7e667c-a678-463f-b7a0-60dad39dce25,f,C
17391141-e744-438d-8264-6f37c75faa8c,50,2023-10-29 15:44:28.673,db7e667c-a678-463f-b7a0-60dad39dce25,f,D
f5bbd2c9-74db-431d-9cc9-2970bf208128,100,2023-10-29 15:44:28.673,db7e667c-a678-463f-b7a0-60dad39dce25,f,E
8198a1a4-1c2b-4b19-b176-8203f3ae83f6,"Pernyataan (1) SAJA cukup untuk menjawab pertanyaan, tetapi pernyataan (2) SAJA tidak cukup.",2023-10-29 15:54:29.378,33cb3f0d-bf80-4d21-941c-e69b525b0fa6,f,A
013cd9f4-7f41-488d-96de-1949b591cacc,"Pernyataan (2) SAJA cukup untuk menjawab pertanyaan, tetapi pernyataan (1) SAJA tidak cukup.",2023-10-29 15:54:29.378,33cb3f0d-bf80-4d21-941c-e69b525b0fa6,f,B
7cafddb9-98b3-4384-b645-66943eb95bf5,"DUA pernyataan BERSAMA-SAMA cukup untuk menjawab pertanyaan, tetapi SATU pernyataan SAJA tidak cukup.",2023-10-29 15:54:29.378,33cb3f0d-bf80-4d21-941c-e69b525b0fa6,t,C
0e2b19c3-ae60-458d-ad72-d403854ab14d,"Baik Pernyataan (1) SAJA, maupun (2) SAJA cukup untuk menjawab pertanyaan.",2023-10-29 15:54:29.378,33cb3f0d-bf80-4d21-941c-e69b525b0fa6,f,D
81abe297-d817-482c-b383-189dba07cdf6,Pernyataan (1) dan pernyataan (2) tidak cukup untuk menjawab pertanyaan.,2023-10-29 15:54:29.378,33cb3f0d-bf80-4d21-941c-e69b525b0fa6,f,E
a4bbc904-fa1f-4789-816d-74436c330302,50,2023-10-29 18:22:07.833,52080329-a021-4255-81ba-0d174cb72588,f,A
bd037feb-6e46-4539-82a9-40560a0d82d9,100,2023-10-29 18:22:07.833,52080329-a021-4255-81ba-0d174cb72588,t,B
8a55dd51-0710-4ada-b5cc-5b9cfdb79f0a,150,2023-10-29 18:22:07.833,52080329-a021-4255-81ba-0d174cb72588,f,C
06b5edc3-e6ce-4940-afca-2fd80b5f0ae9,200,2023-10-29 18:22:07.833,52080329-a021-4255-81ba-0d174cb72588,f,D
eb629127-c743-4cf5-bbc0-4b06540adc0c,250,2023-10-29 18:22:07.833,52080329-a021-4255-81ba-0d174cb72588,f,E
58c7f6ef-fdc7-4b59-87e7-e46e08fb5980,"Rp1.500.000,00",2023-10-29 18:32:31.72,7e0bbfb8-c915-4b40-8865-332951acd35a,f,A
3eaf8456-375f-4321-9a65-d2e2ef9b9164,"Rp1.600.000,00",2023-10-29 18:32:31.72,7e0bbfb8-c915-4b40-8865-332951acd35a,f,B
3bac8edf-4156-4238-9c01-53da10a84534,"Rp1.700.000,00",2023-10-29 18:32:31.72,7e0bbfb8-c915-4b40-8865-332951acd35a,t,C
0892ed19-da7a-47b2-a300-c8468e4912d4,"Rp \( 1.800 .000,00 \)",2023-10-29 18:32:31.72,7e0bbfb8-c915-4b40-8865-332951acd35a,f,D
bc94487f-11a0-42df-86da-9b72ce9f3ffe,"Rp1.900.000,00",2023-10-29 18:32:31.72,7e0bbfb8-c915-4b40-8865-332951acd35a,f,E
b4311b94-c8bd-4182-9c25-c0c81b0aaec2,600,2023-10-29 18:37:40.912,6a78a379-9008-4adc-a40b-945cbec8a5cf,f,A
8d0a3fdd-26a4-4cfc-8eef-b017500f2fe8,700,2023-10-29 18:37:40.912,6a78a379-9008-4adc-a40b-945cbec8a5cf,f,B
5b38c376-3963-47f8-80fa-d2dfd6985674,800,2023-10-29 18:37:40.912,6a78a379-9008-4adc-a40b-945cbec8a5cf,f,C
cd2ae347-3858-483d-9a28-5d8d2c174a15,900,2023-10-29 18:37:40.912,6a78a379-9008-4adc-a40b-945cbec8a5cf,t,D
68ca2c23-0e7c-4e99-98b2-8dfd94e7a447,1.000,2023-10-29 18:37:40.912,6a78a379-9008-4adc-a40b-945cbec8a5cf,f,E
c64cbc8a-9f40-4f6e-8ea5-d56af412aef7,0,2023-10-29 18:45:45.308,ea9b2f2d-ce78-4498-bbda-2d03b43e2415,f,A
f2b6c26e-13e6-4ffe-9027-893467fbffde,22,2023-10-29 18:45:45.308,ea9b2f2d-ce78-4498-bbda-2d03b43e2415,f,B
b4e961a1-ba48-453e-8ea9-f26ff92c2869,30,2023-10-29 18:45:45.308,ea9b2f2d-ce78-4498-bbda-2d03b43e2415,t,C
e7f33b68-48ac-4bc3-9a4d-8e056a031553,38,2023-10-29 18:45:45.308,ea9b2f2d-ce78-4498-bbda-2d03b43e2415,f,D
038f2fa4-ab25-44f7-919a-7bb63bb6cea5,42,2023-10-29 18:45:45.308,ea9b2f2d-ce78-4498-bbda-2d03b43e2415,f,E
c9f8ed1e-7164-4169-ab81-56e5566f346c,46,2023-10-29 18:52:11.712,2944a4c7-20f0-4bd8-87ef-1767e0c4d486,t,A
9408a5dc-34dc-434d-8e05-7661239e96cf,50,2023-10-29 18:52:11.712,2944a4c7-20f0-4bd8-87ef-1767e0c4d486,f,B
9808eb54-634c-4721-9db7-e92e5fa74cfe,55,2023-10-29 18:52:11.712,2944a4c7-20f0-4bd8-87ef-1767e0c4d486,f,C
aa9974d4-9f70-438f-a00a-4fe496619313,56,2023-10-29 18:52:11.712,2944a4c7-20f0-4bd8-87ef-1767e0c4d486,f,D
5df031b9-9c7f-41da-af52-86095bd45788,60,2023-10-29 18:52:11.712,2944a4c7-20f0-4bd8-87ef-1767e0c4d486,f,E
4fcde5c5-ffb6-489b-922c-9b9180331faa,-4,2023-10-29 18:56:31.234,be6cf2fa-ac4a-4370-939b-93897076372b,f,A
2f857d44-8ba5-4e1b-95e2-d7e61f73fbda,8,2023-10-29 18:56:31.234,be6cf2fa-ac4a-4370-939b-93897076372b,f,B
a74aaf79-3130-46b8-89f3-c40e10b68e58,12,2023-10-29 18:56:31.234,be6cf2fa-ac4a-4370-939b-93897076372b,t,C
d85d4aa6-a017-49e4-b380-ebdcc460833b,14,2023-10-29 18:56:31.234,be6cf2fa-ac4a-4370-939b-93897076372b,f,D
681deb70-2c3c-4fbb-9550-547b3b1f0f64,24,2023-10-29 18:56:31.234,be6cf2fa-ac4a-4370-939b-93897076372b,f,E
e58dd9ff-d4a4-4393-a4c2-93defc78184c,-8,2023-10-29 19:06:56.027,2956adbc-c21f-4e88-8519-d38407c19441,f,A
40fb4263-ff2d-4238-bc7b-f24de61f5021,0,2023-10-29 19:06:56.027,2956adbc-c21f-4e88-8519-d38407c19441,f,B
4329b666-698b-48fe-aeaf-76038a32004e,2,2023-10-29 19:06:56.027,2956adbc-c21f-4e88-8519-d38407c19441,t,C
bbb10382-4d1e-4480-98e1-7b3c0dac0843,8,2023-10-29 19:06:56.027,2956adbc-c21f-4e88-8519-d38407c19441,f,D
80607136-2cb0-462f-87b2-474ecd564561,24,2023-10-29 19:06:56.027,2956adbc-c21f-4e88-8519-d38407c19441,f,E
5b7b25ff-0467-4ae6-a3c4-eae4daadb066,-2,2023-10-29 19:09:01.084,3a85ca6d-4c15-4221-b379-b693b286dd10,f,A
ab08dc17-d31e-4ad2-aafb-c21f99673a10,2,2023-10-29 19:09:01.084,3a85ca6d-4c15-4221-b379-b693b286dd10,t,B
fc35418b-39f2-4f5f-9781-1d54fbeba045,5,2023-10-29 19:09:01.084,3a85ca6d-4c15-4221-b379-b693b286dd10,f,C
ac45d7f6-d458-4a9f-b1f5-7dcfbd54ca1a,6,2023-10-29 19:09:01.084,3a85ca6d-4c15-4221-b379-b693b286dd10,f,D
4be05cd5-bdf2-4cad-80e0-c37e2015518e,9,2023-10-29 19:09:01.084,3a85ca6d-4c15-4221-b379-b693b286dd10,f,E
abf2e78f-77eb-4cf5-90f5-9901b0ffde1b,6,2023-10-29 20:19:03.751,c6813a74-ffb0-48b9-a351-0b689fb902b4,t,A
b53517ae-b021-47b6-93b3-0d39ea120624,7,2023-10-29 20:19:03.751,c6813a74-ffb0-48b9-a351-0b689fb902b4,f,B
1bef3fd2-005f-4165-9224-6fba8f55eeba,8,2023-10-29 20:19:03.751,c6813a74-ffb0-48b9-a351-0b689fb902b4,f,C
b3222c5d-a3ad-4ee5-9438-38e118883687,9,2023-10-29 20:19:03.751,c6813a74-ffb0-48b9-a351-0b689fb902b4,f,D
47f36e1e-d316-4a81-a6be-17aa35eb4696,10,2023-10-29 20:19:03.751,c6813a74-ffb0-48b9-a351-0b689fb902b4,f,E
414e260a-eca6-4c09-93b2-5d5aa9845c4f,-5,2023-10-29 20:20:14.004,5e3166f1-32ce-4ff8-8334-426d00bd87bd,f,A
7361b778-27a7-45fa-8cc0-a872ff64972b,-1,2023-10-29 20:20:14.004,5e3166f1-32ce-4ff8-8334-426d00bd87bd,f,B
b0440afd-7389-4492-8809-2f342dd3a89b,0,2023-10-29 20:20:14.004,5e3166f1-32ce-4ff8-8334-426d00bd87bd,f,C
95ebe655-ab04-44f9-bf66-7bedc1e799c1,1,2023-10-29 20:20:14.004,5e3166f1-32ce-4ff8-8334-426d00bd87bd,t,D
fff184eb-3534-4fbc-9e74-a25c0b10efb1,5,2023-10-29 20:20:14.004,5e3166f1-32ce-4ff8-8334-426d00bd87bd,f,E
3d0817d6-a423-4181-bb1d-f9a231fcc17b,1,2023-10-29 20:21:13.838,c6d4cdf4-8e75-4a98-8c71-5c9a1b1f37d3,f,A
84abdb55-6a01-4619-aef6-ad0f0040258a,2,2023-10-29 20:21:13.838,c6d4cdf4-8e75-4a98-8c71-5c9a1b1f37d3,f,B
44f7b8c1-8ea5-46a4-a0ce-4c7d35c89f60,4,2023-10-29 20:21:13.838,c6d4cdf4-8e75-4a98-8c71-5c9a1b1f37d3,f,C
45133cff-95ac-4b1e-84fa-b4156021a06e,8,2023-10-29 20:21:13.838,c6d4cdf4-8e75-4a98-8c71-5c9a1b1f37d3,t,D
2105e51a-938d-4c8a-9c63-856d28b9054d,12,2023-10-29 20:21:13.838,c6d4cdf4-8e75-4a98-8c71-5c9a1b1f37d3,f,E
d22211e4-d073-4d0f-be64-85a00307466b,\( 2 x \),2023-10-30 10:08:01.728,e20b7074-49d8-43d7-bce0-f56dd09eb59a,f,A
0b1e55c3-f2b0-4da6-9b2e-935384a451ce,\( 3 x \),2023-10-30 10:08:01.728,e20b7074-49d8-43d7-bce0-f56dd09eb59a,f,B
3621f61b-b630-41cd-9811-5b3c12813d6e,\( 5 x \),2023-10-30 10:08:01.728,e20b7074-49d8-43d7-bce0-f56dd09eb59a,f,C
26696f39-48fe-4163-9335-f3b2b6d4665c,\( 8 x \),2023-10-30 10:08:01.728,e20b7074-49d8-43d7-bce0-f56dd09eb59a,f,D
1440f67d-0e44-41cc-9ac0-829c365a239c,\( 10 x \),2023-10-30 10:08:01.728,e20b7074-49d8-43d7-bce0-f56dd09eb59a,f,E
fb2b656b-b23a-48d8-86cf-efb3bb7432fd,\( \frac{2}{5} p \),2023-10-30 10:17:25.221,92af3c64-a567-4413-8324-a59266bf4736,f,A
47e324d3-ed26-48f2-a9e9-a9b3a379ca46,\( \frac{7}{10} p \),2023-10-30 10:17:25.221,92af3c64-a567-4413-8324-a59266bf4736,f,B
2d326bfb-3c99-4d03-b12e-25bb1d7a342a,\( \frac{9}{10} p \),2023-10-30 10:17:25.221,92af3c64-a567-4413-8324-a59266bf4736,f,C
d528daad-bd7d-4934-bc94-2e6cf39a8dc6,\( \frac{6}{5} p \),2023-10-30 10:17:25.221,92af3c64-a567-4413-8324-a59266bf4736,f,D
c6d3e629-af4d-4dfd-b3ef-e2e26d39b64c,\( \frac{8}{5} p \),2023-10-30 10:17:25.221,92af3c64-a567-4413-8324-a59266bf4736,f,E
b188bc52-fd5e-49ac-b3a0-18240338c902,\( P>Q \),2023-10-30 10:22:34.783,c76a529c-2847-468d-ad26-7c94fd55cfd8,f,A
9d2e4b17-ca27-4a88-b089-cd80ad5a9e76,\( Q>P \),2023-10-30 10:22:34.783,c76a529c-2847-468d-ad26-7c94fd55cfd8,f,B
2fc4be17-eded-4583-904b-1d6a140e08c2,\( P=Q \),2023-10-30 10:22:34.783,c76a529c-2847-468d-ad26-7c94fd55cfd8,f,C
3948c5ca-3da3-4ce0-a7c0-42061f502f3c,Informasi yang diberikan tidak cukup untuk memutuskan salah satu dari tiga pilihan di atas.,2023-10-30 10:22:34.783,c76a529c-2847-468d-ad26-7c94fd55cfd8,f,D
ef5f62cd-9b36-41ce-9e7c-dd772c61988c,\( P>Q \),2023-10-30 10:26:29.48,86620404-e80b-418e-a01a-1ceb3703d1a6,f,A
7ab1e647-3364-48b7-86d8-9a3e16612df5,\( Q>P \),2023-10-30 10:26:29.48,86620404-e80b-418e-a01a-1ceb3703d1a6,f,B
99f1e6bb-7704-405b-9159-fc2d42a9c817,\( P=Q \),2023-10-30 10:26:29.48,86620404-e80b-418e-a01a-1ceb3703d1a6,f,C
cecf7320-3db7-4f0e-9741-092905fa7cd1,Informasi yang diberikan tidak cukup untuk memutuskan salah satu dari tiga pilihan di atas.,2023-10-30 10:26:29.48,86620404-e80b-418e-a01a-1ceb3703d1a6,f,D
66870240-a768-4ca4-a61e-66150965a880,"Rp3.150.000,00",2023-10-30 10:28:07.803,cb12f1aa-728e-4aad-b331-d35bd302255c,f,A
b9936f14-15f7-4c60-9e3d-e4d1c139e054,"\( \mathrm{Rp} 3.000 .000,00 \)",2023-10-30 10:28:07.803,cb12f1aa-728e-4aad-b331-d35bd302255c,t,B
7bf50265-17e0-447a-9a0c-b161257329e3,"Rp2.730.000,00",2023-10-30 10:28:07.803,cb12f1aa-728e-4aad-b331-d35bd302255c,f,C
325d58cb-462e-4143-930b-d3b529d99013,"\( \operatorname{Rp} 2.700 .000,00 \)",2023-10-30 10:28:07.803,cb12f1aa-728e-4aad-b331-d35bd302255c,f,D
11b3d28b-c572-470b-898d-9dbf4315d216,"Rp2.370.000,00",2023-10-30 10:28:07.803,cb12f1aa-728e-4aad-b331-d35bd302255c,f,E
763970f8-f82f-419c-88d7-65a879f9c2e0,Kuantitas \( P \) lebih besar daripada kuantitas \( Q \).,2023-10-30 10:32:19.42,ee210e02-9599-4b62-8a94-dba97c9c6767,f,A
ca66ba01-486b-4883-9a93-0c9d985a1945,Kuantitas \( P \) lebih kecil daripada kuantitas \( Q \).,2023-10-30 10:32:19.42,ee210e02-9599-4b62-8a94-dba97c9c6767,f,B
cbd397a5-a9b0-4abb-8a7c-cf465f4ec35f,Kuantitas \( P \) sama dengan kuantitas \( Q \).,2023-10-30 10:32:19.42,ee210e02-9599-4b62-8a94-dba97c9c6767,f,C
87acf68e-8e2c-49a8-9bf2-548d45bf8522,Informasi yang diberikan tidak cukup untuk memutuskan hubungan kuantitas \( P \) dan \( Q \).,2023-10-30 10:32:19.42,ee210e02-9599-4b62-8a94-dba97c9c6767,f,D
10a501d8-18af-403d-b159-4ea8e494af20,"\( \operatorname{Rp} 25,000,00 \)",2023-10-30 10:40:23.489,640c7888-85c1-4448-8ada-18b178db500d,f,A
6605d479-2dc1-44b7-9447-5e9b26ec584d,"\( \mathrm{Rp} 30.000,00 \)",2023-10-30 10:40:23.489,640c7888-85c1-4448-8ada-18b178db500d,f,B
d3bfba32-5b46-49d3-b527-740ad636b636,"\( \mathrm{Rp} 40.000,00 \)",2023-10-30 10:40:23.489,640c7888-85c1-4448-8ada-18b178db500d,f,C
5960928b-4e78-439c-ad3b-68e8c58a426d,"\( \operatorname{Rp} 45.000,00 \)",2023-10-30 10:40:23.489,640c7888-85c1-4448-8ada-18b178db500d,f,D
e5ce2eb7-7f13-4c66-962e-67aa41cdb64f,"\( \operatorname{Rp} 50.000,00 \)",2023-10-30 10:40:23.489,640c7888-85c1-4448-8ada-18b178db500d,f,E
97af39ab-5940-4d3d-80c2-c2c2547c1d15,"\( \frac{5}{3} \times 0,24 \)",2023-11-02 08:36:42.805,f162b36f-ffe6-4fa4-91d2-7ec5547533c5,f,A
8004241f-6403-4dd2-a103-4400e6cdf6b2,"\( \frac{5}{9} \times 0,72 \)",2023-11-02 08:36:42.805,f162b36f-ffe6-4fa4-91d2-7ec5547533c5,f,B
45891553-8fe8-4776-b61e-1f09d968fbdd,"\( \frac{10}{9} \times 0,36 \)",2023-11-02 08:36:42.805,f162b36f-ffe6-4fa4-91d2-7ec5547533c5,f,C
fced0ceb-ad64-421f-ad83-f380d8bfabcf,"\( \frac{5}{18} \times 1,44 \)",2023-11-02 08:36:42.805,f162b36f-ffe6-4fa4-91d2-7ec5547533c5,f,D
7fabaf54-e9c1-4c6e-b0d1-76ac6c67e650,"\( \frac{15}{18} \times 0,36 \)",2023-11-02 08:36:42.805,f162b36f-ffe6-4fa4-91d2-7ec5547533c5,t,E
7e46416e-4b4c-456c-b02e-9ba67eb591ce,27,2023-11-02 08:40:06.686,a911ad0a-450e-4469-8e97-47f48e3a4dc4,f,A
13a87c96-a268-4976-80c8-27c08464bb2e,33,2023-11-02 08:40:06.686,a911ad0a-450e-4469-8e97-47f48e3a4dc4,f,B
fd1d138f-b117-4562-a475-9572da7fc482,43,2023-11-02 08:40:06.686,a911ad0a-450e-4469-8e97-47f48e3a4dc4,f,C
2ea270a8-7eca-49d8-9d2d-4040e4ec47d1,47,2023-11-02 08:40:06.686,a911ad0a-450e-4469-8e97-47f48e3a4dc4,f,D
b4b028b2-4d06-48b2-a0c5-43ffcbd7c643,51,2023-11-02 08:40:06.686,a911ad0a-450e-4469-8e97-47f48e3a4dc4,t,E
8cf31afc-abba-4cda-8638-726ef089d7a6,13,2023-11-02 08:40:51.952,fdb93233-5483-49a4-ab07-d21461d6383d,f,A
dd7c265e-71b8-40cc-9751-675f83a24db9,14,2023-11-02 08:40:51.952,fdb93233-5483-49a4-ab07-d21461d6383d,f,B
288f96ae-7873-42e1-8201-2d2a5bdc3c30,22,2023-11-02 08:40:51.952,fdb93233-5483-49a4-ab07-d21461d6383d,f,C
e5d9596f-854f-47a5-bc05-99d184bdf444,23,2023-11-02 08:40:51.952,fdb93233-5483-49a4-ab07-d21461d6383d,f,D
383e02f2-8fe0-4546-9628-5bf726998b70,26,2023-11-02 08:40:51.952,fdb93233-5483-49a4-ab07-d21461d6383d,t,E
94a34c64-7c5f-490c-ad6b-d742d1802ba9,3,2023-11-02 08:41:43.357,a5d9ac9d-76f1-4428-a1dc-fade81df2740,f,A
d08a56fd-1d25-4709-b6e9-a406c55613e6,5,2023-11-02 08:41:43.357,a5d9ac9d-76f1-4428-a1dc-fade81df2740,t,B
a2e6edee-7979-4443-a805-9bd72e07c503,7,2023-11-02 08:41:43.357,a5d9ac9d-76f1-4428-a1dc-fade81df2740,f,C
168e7d29-0d61-4656-afd6-a32e355c8015,8,2023-11-02 08:41:43.357,a5d9ac9d-76f1-4428-a1dc-fade81df2740,f,D
eb00ff14-e2d7-4d72-a5fa-ac4c8fea8dda,10,2023-11-02 08:41:43.357,a5d9ac9d-76f1-4428-a1dc-fade81df2740,f,E
db138aef-95b3-4ca0-af0c-a4d840fc04f6,Keduanya berasal dari Bandung,2023-11-02 08:48:05.998,f611a9a3-7a81-4645-b4c5-4f2cfbb2ab56,f,A
b949c37d-c1de-4681-8d03-787b10a7170e,Keduanya berasal dari Jakarta,2023-11-02 08:48:05.998,f611a9a3-7a81-4645-b4c5-4f2cfbb2ab56,f,B
99b1f499-62bc-449d-b3ca-9509ab90a8ef,Keduanya berasal dari Surabaya,2023-11-02 08:48:05.998,f611a9a3-7a81-4645-b4c5-4f2cfbb2ab56,f,C
b7e1250b-8647-497a-b585-940a91b75a8f,Satu orang dari Surabaya dan satu orang dari Surabaya atau Jakarta,2023-11-02 08:48:05.998,f611a9a3-7a81-4645-b4c5-4f2cfbb2ab56,f,D
19745213-5301-4a9d-8415-14a7b826fe46,Satu orang dari Jakarta dan satu orang dari Surabaya atau Bandung,2023-11-02 08:48:05.998,f611a9a3-7a81-4645-b4c5-4f2cfbb2ab56,t,E
0dd83762-b569-4b8a-a021-8d3cdf3fa52f,36,2023-11-02 11:02:28.857,54a63f6e-8e6a-43d0-94e2-0a0205c64ee9,f,A
69ab0f1c-5da4-45fb-a7c9-7bf47a000542,"38,5",2023-11-02 11:02:28.857,54a63f6e-8e6a-43d0-94e2-0a0205c64ee9,f,B
29f1f32f-e0fc-4aca-922a-85b867ec0bfb,"43,5",2023-11-02 11:02:28.857,54a63f6e-8e6a-43d0-94e2-0a0205c64ee9,t,C
d4d095f7-51c6-4787-b8dd-7cbae0d62517,46,2023-11-02 11:02:28.857,54a63f6e-8e6a-43d0-94e2-0a0205c64ee9,f,D
83fd4e84-be54-4810-bf62-52867f8e4aee,33,2023-11-02 11:02:28.857,54a63f6e-8e6a-43d0-94e2-0a0205c64ee9,f,E
8290ad52-5ce2-4241-8d28-e4e7cf63f654,Informasi yang diberikan tidak cukup untuk memutuskan salah satu dari tiga pilihan di atas,2023-11-02 16:10:21.534,fc6d6bc9-7aac-4d3d-9ef9-af92b176f130,f,D
b0226dab-1f59-4f00-89d8-e5eb64c21fb9,11 menit,2023-11-02 16:16:39.432,c5df9a20-0113-44df-9772-33bd5771fad8,f,A
bccbf001-c36f-4c64-adc2-175cf94ac32a,12 menit,2023-11-02 16:16:39.432,c5df9a20-0113-44df-9772-33bd5771fad8,t,B
5936efe1-ca86-43af-9000-d9cd68220127,13 menit,2023-11-02 16:16:39.432,c5df9a20-0113-44df-9772-33bd5771fad8,f,C
5b24ae26-73ae-4b7e-8c9a-578d3a1a4a84,14 menit,2023-11-02 16:16:39.432,c5df9a20-0113-44df-9772-33bd5771fad8,f,D
a234811d-ef71-4975-b5c6-778f094ad68b,15 menit,2023-11-02 16:16:39.432,c5df9a20-0113-44df-9772-33bd5771fad8,f,E
a72205fa-cd8a-499e-87e4-769193272def,8 liter,2023-11-02 16:19:06.007,060c8065-6871-4fe9-9d9f-1b3f04656cf0,f,A
7720d0e6-bd81-421e-ab0c-9c2125f39ede,10 liter,2023-11-02 16:19:06.007,060c8065-6871-4fe9-9d9f-1b3f04656cf0,t,B
2fa00659-f8e3-4b38-8dfc-697805733b9a,12 liter,2023-11-02 16:19:06.007,060c8065-6871-4fe9-9d9f-1b3f04656cf0,f,C
19d93815-dabc-4098-ab5d-f77e056b9371,15 liter,2023-11-02 16:19:06.007,060c8065-6871-4fe9-9d9f-1b3f04656cf0,f,D
9858726d-2d91-40b5-8d14-f8af3f11b4c0,18 liter,2023-11-02 16:19:06.007,060c8065-6871-4fe9-9d9f-1b3f04656cf0,f,E
7aaeec8f-176c-4254-8596-705c8a69f892,3.000 lembar,2023-11-02 16:23:04.247,398ffeb0-ddae-48c1-bf1e-7f69bf8363c8,f,A
