id,content,date_added,topic_id,img_url,assets_url,url,answer,answer_asset,type,code,soalSourceId,notes,admin_id,raw_answer
ea9b2f2d-ce78-4498-bbda-2d03b43e2415,"\( 22,18,26,22,30,26,34, \ldots \) ",2023-10-29 18:45:45.308,d6bde09a-7617-43fb-9376-04cf8e222bd4,"","",,"\( 22,18,26,22,30,26,34, \ldots \) ",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/pembahasan1.png,SINGLEANSWER,A/PU/1,71abb7db-a3b0-4cab-ac82-17a14a023026,"",6493f79e-4588-4d91-9136-97bce16d4a0b,"\( 22,18,26,22,30,26,34, \ldots \) "
2944a4c7-20f0-4bd8-87ef-1767e0c4d486,"\( 224,217,220,110,103,106,53, \ldots \) ",2023-10-29 18:52:11.712,d6bde09a-7617-43fb-9376-04cf8e222bd4,"","",,"\( 224,217,220,110,103,106,53, \ldots \) ",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/pembahasan2.png,SINGLEANSWER,B/PU/2,71abb7db-a3b0-4cab-ac82-17a14a023026,tabel pembahasan ga kedetect scanner,6493f79e-4588-4d91-9136-97bce16d4a0b,"\( 224,217,220,110,103,106,53, \ldots \) "
be6cf2fa-ac4a-4370-939b-93897076372b,"\( 4,24,18,3,18,12,2, \ldots \) ",2023-10-29 18:56:31.234,d6bde09a-7617-43fb-9376-04cf8e222bd4,"","",,"\( 4,24,18,3,18,12,2, \ldots \) ",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/pembahasan3.png,SINGLEANSWER,B/PU/2,71abb7db-a3b0-4cab-ac82-17a14a023026,tabel pembahasan ga kedetect scanner,6493f79e-4588-4d91-9136-97bce16d4a0b,"\( 4,24,18,3,18,12,2, \ldots \) "
2956adbc-c21f-4e88-8519-d38407c19441,"\( 48,24,8,4,24,12,4, \ldots \) ",2023-10-29 19:06:56.027,d6bde09a-7617-43fb-9376-04cf8e222bd4,"","",,"\( 48,24,8,4,24,12,4, \ldots \)
\begin{tabular}{|c|c|c|c|c|c|c|c|}
\hline 48 & 24 & 8 & 4 & 24 & 12 & 4 & 2 \\
\hline \multicolumn{2}{|c|}{\( \div 2 \)} & \multicolumn{2}{|c|}{\( \div 2 \)} & \multicolumn{2}{|c|}{\( \div 2 \)} & \multicolumn{2}{|c|}{\( \div 2 \)} \\
\hline
\end{tabular} ","",SINGLEANSWER,B/PU/2,71abb7db-a3b0-4cab-ac82-17a14a023026,"",6493f79e-4588-4d91-9136-97bce16d4a0b,"\( 48,24,8,4,24,12,4, \ldots \)
\begin{tabular}{|c|c|c|c|c|c|c|c|}
\hline 48 & 24 & 8 & 4 & 24 & 12 & 4 & 2 \\
\hline \multicolumn{2}{|c|}{\( \div 2 \)} & \multicolumn{2}{|c|}{\( \div 2 \)} & \multicolumn{2}{|c|}{\( \div 2 \)} & \multicolumn{2}{|c|}{\( \div 2 \)} \\
\hline
\end{tabular} "
3a85ca6d-4c15-4221-b379-b693b286dd10,"\( 3,3,15,3,2,2,10, \ldots \) ",2023-10-29 19:09:01.084,d6bde09a-7617-43fb-9376-04cf8e222bd4,"","",,"\( 3,3,15,3,2,2,10, \ldots \) ",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/pembahasan5.png,SINGLEANSWER,B/PU/2,71abb7db-a3b0-4cab-ac82-17a14a023026,tabel pembahasan ga kedetect,6493f79e-4588-4d91-9136-97bce16d4a0b,"\( 3,3,15,3,2,2,10, \ldots \) "
c6813a74-ffb0-48b9-a351-0b689fb902b4,"\( 144,144,72,72,24,24, \ldots \) ",2023-10-29 20:19:03.751,d6bde09a-7617-43fb-9376-04cf8e222bd4,"","",,"\( 144,144,72,72,24,24, \ldots \) ",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/pembahasan6.png,SINGLEANSWER,B/PU/2,5224aa1f-1c7a-48f9-9ba4-c369d08f119a,tabel pembahasan ga kedetect,6493f79e-4588-4d91-9136-97bce16d4a0b,"\( 144,144,72,72,24,24, \ldots \) "
c6d4cdf4-8e75-4a98-8c71-5c9a1b1f37d3,"\( 1,1,1,2,1,4,1, \ldots \) ",2023-10-29 20:21:13.838,d6bde09a-7617-43fb-9376-04cf8e222bd4,"","",,"\( 1,1,1,2,1,4,1, \ldots \) ",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/pembahasan8.png,SINGLEANSWER,B/PU/2,5224aa1f-1c7a-48f9-9ba4-c369d08f119a,tabel pembahasan ga ke detect,6493f79e-4588-4d91-9136-97bce16d4a0b,"\( 1,1,1,2,1,4,1, \ldots \) "
5e3166f1-32ce-4ff8-8334-426d00bd87bd,"\( 6,9,3,0,3,.....,-2, \ldots \)",2023-10-29 20:20:14.004,d6bde09a-7617-43fb-9376-04cf8e222bd4,"","",,"\( 6,9,3,0,3,1,-2, \ldots \)",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/pembahasan7.png,SINGLEANSWER,B/PU/2,5224aa1f-1c7a-48f9-9ba4-c369d08f119a,tabel pembahasan ga kedetect,6493f79e-4588-4d91-9136-97bce16d4a0b,"\( 6,9,3,0,3,1,-2, \ldots \)"
7ff68396-b891-4f89-babf-bdb02f2eb4a3,Semua hutan ditanami pohon. Sebagian pohon adalah pohon durian. Simpulan yang tepat tentang hutan adalah .... ,2023-11-18 05:25:19.47,385c8a09-45db-4c1f-9d77-a925518f5a79,"","",,"1. Berikan saya versi latex menggunakan Mathpix latex jika ada latex.
        2. Juga tolong parafrase menggunakan bahasa yang sama dengan teks yang diberikan.
        3. Berikan saya jawabannya tanpa teks lainnya.
        Berikut adalah teksnya:

        Pembahasan pada gambar",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/Pembahasan%2817%29.png,SINGLEANSWER,A/PU/17,82634126-5b7f-442c-814c-f8a3274f5a7e,"",b07f7ea1-7081-4c1a-b943-56f704a784a1,Pembahasan pada gambar 
640c7888-85c1-4448-8ada-18b178db500d,"Ada tiga jenis kue menggunakan empat jenis bahan dengan ketentuan sebagai berikut.

Kue 1 menggunakan 3 bahan \( A \) dan \( i \) bahan \( C \).
Kue II menggunakan 1 bahan \( A \) dan 2 bahan \( D \).
Kue III menggunakan 2 bahan \( B \) dan 2 bahan \( C \).
Harga satuan setiap bahan disajikan dalam table berikut.
\begin{tabular}{|c|c|c|c|c|}
\hline Bahan & \( A \) & \( B \) & \( C \) & \( D \) \\
\hline Harga (Rp) & 20.000 & 30.000 & 20.000 & 30.000 \\
\hline
\end{tabular}

Harga jual setiap jenis kue adalah sebagai berikut.
\begin{tabular}{|c|c|c|c|}
\hline Jenis Kue & I & II & III \\
\hline Harga Jual (Rp) & 120.000 & 120.000 & 130.000 \\
\hline
\end{tabular}

Keuntungan maksimal yang bisa diperoleh dari penjualan satu kue adalah ",2023-10-30 10:40:23.489,df46669a-8799-40d1-863e-70a441137144,"","",,"\begin{tabular}{|c|c|c|c|}
\hline Jenis Kue & Modal & Harga Jual & Keun lumgan \\
\hline I & \( 3 \cdot 20,000+1 \cdot 20,000=80,000 \) & 120.000 & 40.000 \\
\hline II & \( 1 \cdot 20,000+2 \cdot 30,000=80,000 \) & 120.000 & 40.000 \\
\hline III & \( 2 \cdot 30,000+2 \cdot 20,000=100,000 \) & 130.000 & 30.000 \\
\hline
\end{tabular}

Keuntungan maksimum yang diperoleh dari penjualan satu kue adalah 40.000 ","",SINGLEANSWER,C/PKPM/3,61e9e858-d4cb-4a87-b06c-df1beacc047d,"",bef39169-f776-4cf1-b2da-18afe3910cd6,"\begin{tabular}{|c|c|c|c|}
\hline Jenis Kue & Modal & Harga Jual & Keun lumgan \\
\hline I & \( 3 \cdot 20,000+1 \cdot 20,000=80,000 \) & 120.000 & 40.000 \\
\hline II & \( 1 \cdot 20,000+2 \cdot 30,000=80,000 \) & 120.000 & 40.000 \\
\hline III & \( 2 \cdot 30,000+2 \cdot 20,000=100,000 \) & 130.000 & 30.000 \\
\hline
\end{tabular}

Keuntungan maksimum yang diperoleh dari penjualan satu kue adalah 40.000 "
501b577d-618a-4250-b345-a56d657ff778,"Jika \( f(x)=\frac{6}{(2 x+2)^{2}} \) dan \( f(a)+2 f^{\prime}(a)=0 \), maka \( a-3=\ldots \) ",2023-11-22 16:54:36.422,e1b3c0ac-2556-43d1-8e57-255190ce315f,"","",,"\( f(x)=\frac{6}{(2 x+2)^{2}}=6(2 x+2)^{-2} \)
\( f^{\prime}(x)=-24(2 x+2)^{-3}=-\frac{24}{(2 x+2)^{3}} \)
\( f(a)+2 f^{\prime}(a)=0 \)
\( \frac{6}{(2 a+2)^{2}}+2\left(-\frac{24}{(2 a+2)^{3}}\right)=0 \)
\( 6(2 a+2)-48=0 \)
\( 12 a+12-48=0 \)
\( 12 a=36 \)
\( a=3 \)
\( a-3=0 \)","",SINGLEANSWER,D/PKPM/80,d8d9385e-5769-43dc-b061-01416cfb9eca,"",bef39169-f776-4cf1-b2da-18afe3910cd6,\( \begin{array}{l} f(x)=\frac{6}{(2 x+2)^{2}}=6(2 x+2)^{-2} \\ f^{\prime}(x)=-24(2 x+2)^{-3}=-\frac{24}{(2 x+2)^{3}} \\ f(a)+2 f^{\prime}(a)=0 \\ \frac{6}{(2 a+2)^{2}}+2\left(-\frac{24}{(2 a+2)^{3}}\right)=0 \\ 6(2 a+2)-48=0 \\ 12 a+12-48=0 \\ 12 a=36 \\ a=3 \\ a-3=0\end{array} \) 
5ce8c0ca-6880-4c89-9a90-95431ef86edc,Nilai \( 20 \% \) dari \( 15 \% \) dari 200 adalah .... ,2023-11-01 07:22:35.705,df46669a-8799-40d1-863e-70a441137144,"","",,Nilai \( \frac{20}{100} \times \frac{15}{100} \times 200=6 \) ,"",SINGLEANSWER,C/PKPM/3,ef515311-27bd-462d-b3da-0ce55545a1c8,"",bef39169-f776-4cf1-b2da-18afe3910cd6,Nilai \( \frac{20}{100} \times \frac{15}{100} \times 200=6 \) 
cdceaa52-a807-427e-a9c7-b470f45dc05d,"Diberikan fungsi \( f \) dan \( g \) dengan \( g(x)=\frac{2}{(3 f(x)+x)^{3}} \), jika \( f(0)=f^{\prime}(0)=\frac{1}{3} \), maka \( g^{\prime}(0)=\cdots \) ",2023-11-22 16:56:20.899,e1b3c0ac-2556-43d1-8e57-255190ce315f,"","",,\( \begin{aligned} g(x) & =\frac{2}{(3 f(x)+x)^{3}} \\ g(x) & =2(3 f(x)+x)^{-3} \\ g^{\prime}(x) & =-6(3 f(x)+x)^{-4} \cdot\left(3 f^{\prime}(x)+1\right) \\ g^{\prime}(x) & =\frac{-6\left(3 f^{\prime}(x)+1\right)}{(3 f(x)+x)^{4}} \\ g^{\prime}(x) & =\frac{-6\left(3 f^{\prime}(0)+1\right)}{(3 f(0)+0)^{4}} \\ g^{\prime}(x) & =\frac{-6\left(3 \cdot \frac{1}{3}+1\right)}{\left(3 \cdot \frac{1}{3}\right)^{4}}=-12\end{aligned} \),"",SINGLEANSWER,A/PKPM/82,61e9e858-d4cb-4a87-b06c-df1beacc047d,"",bef39169-f776-4cf1-b2da-18afe3910cd6,\( \begin{aligned} g(x) & =\frac{2}{(3 f(x)+x)^{3}} \\ g(x) & =2(3 f(x)+x)^{-3} \\ g^{\prime}(x) & =-6(3 f(x)+x)^{-4} \cdot\left(3 f^{\prime}(x)+1\right) \\ g^{\prime}(x) & =\frac{-6\left(3 f^{\prime}(x)+1\right)}{(3 f(x)+x)^{4}} \\ g^{\prime}(x) & =\frac{-6\left(3 f^{\prime}(0)+1\right)}{(3 f(0)+0)^{4}} \\ g^{\prime}(x) & =\frac{-6\left(3 \cdot \frac{1}{3}+1\right)}{\left(3 \cdot \frac{1}{3}\right)^{4}}=-12\end{aligned} \) 
1189d97f-6c8e-4afa-9940-ed513417dedc,"Diketahui \( \sqrt{\left(\frac{1}{g}\right)^{x+1}}=2^{y-3} \), maka nilai maksimum dari \( 3 x y+6 x-3 \) adalah... ",2023-11-22 17:06:18.542,e1b3c0ac-2556-43d1-8e57-255190ce315f,"","",,"Given \( \sqrt{\left(\frac{1}{8}\right)^{x+1}}=2^{y-3} \), the maximum value of \( 3xy+6x-3 \) is given by:

\[
L(2)=-\frac{9}{2}(2)^{2}+\frac{21}{2}(2)-3=\frac{25}{8}
\]","",SINGLEANSWER,B/PKPM/83,460b364e-f1c0-4a71-8428-cbba07ac4166,"",bef39169-f776-4cf1-b2da-18afe3910cd6,"Diketahui \( \sqrt{\left(\frac{1}{8}\right)^{x+1}}=2^{y-3} \), maka nilai maksimum dari \( 3 x y+6 x-3 \) adalah Diketahui :
\[
\sqrt{\left(\frac{1}{8}\right)^{x+1}}=2^{y-3}
\]

Misalkan \( L(x)=3 x y+6 x-3 \)
Ditanyakan :
Nilai minimum dari \( L(x)= \) ?
\[
\begin{aligned}
\sqrt{\left(\frac{1}{8}\right)^{x+1}} & =2^{y-3} \\
\sqrt{\left(\frac{1}{2^{3}}\right)^{x+1}} & =2^{y-3} \\
\sqrt{\left(2^{-3}\right)^{x+1}} & =2^{y-3} \\
2^{-3 x-3} & =\left(2^{y-3}\right)^{2} \\
-3 x-3 & =2 y-6 \\
y & =\frac{-3 x+3}{2}
\end{aligned}
\]

Persamaan \( y=\frac{-3 x+3}{2} \) substitusi ke \( L(x) \) diperoleh,
\[
\begin{aligned}
L(x) & =3 x\left(\frac{-3 x+3}{2}\right)+6 x-3 \\
& =-\frac{9}{2} x^{2}+\frac{21}{2} x-3
\end{aligned}
\]

Agar \( L(x) \) maksimum, maka kita cari \( L^{\prime}(x)=0 \) Akibatnya
\[
L^{\prime}(x)=-9 x+\frac{21}{2}=0 \rightarrow x=\frac{7}{6}
\]

Jadi nilai maksimumnya
\[
L(2)=-\frac{9}{2}(2)^{2}+\frac{21}{2}(2)-3=\frac{25}{8}
\] "
55c46f3c-ac7e-4453-8485-16da6dcbc277,"Semua calon mahasiswa menempuh tes Matematika.

Sebagian calon mahasiswa memiliki skor TOEFL di atas 450 .

Simpulan yang tepat adalah ... ",2023-11-18 05:58:43.703,385c8a09-45db-4c1f-9d77-a925518f5a79,"","",,"Some prospective students who do not have a TOEFL score \( >450 \) take the Mathematics test. 

The Mathematics test is taken by some prospective students who do not have a TOEFL score \( >450 \).",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/Pembahasan%2818%29.png,SINGLEANSWER,B/PU/18,82634126-5b7f-442c-814c-f8a3274f5a7e,"",b07f7ea1-7081-4c1a-b943-56f704a784a1,Sebagian calon mahasiswa yang tidak memiliki skor TOEFL \( >450 \) menempuh tes Matematika. 
7a789555-6401-4e53-9d3c-7b9ea6f3ac3e,"Makhluk laut yang bernafas dengan insang adalah ikan.

Lumba-lumba adalah makhluk laut yang bernafas dengan paru-paru.

Simpulan yang tepat adalah ... ",2023-11-18 06:00:01.274,385c8a09-45db-4c1f-9d77-a925518f5a79,"","",,Simpulan yang tepat adalah semua Ikan dan Lumba-lumba adalah hewan yang tinggal di perairan laut.,https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/Pembahasan%2819T%29.png,SINGLEANSWER,C/PU/19,82634126-5b7f-442c-814c-f8a3274f5a7e,"",b07f7ea1-7081-4c1a-b943-56f704a784a1,Simpulan yang tepat adalah semua Ikan dan Lumba-lumba adalah makhluk yang hidup di laut. 
7ff4c337-8578-42ac-a148-4493b37d0d75,"Sebuah kereta kuda memiliki perbandingan radius roda depan dan roda belakang adalah 3 : 4. Radius roda belakang adalah \( 800 \mathrm{~mm} \).
Radius roda depan kereta kuda adalah ... mm",2023-10-30 11:41:36.933,df46669a-8799-40d1-863e-70a441137144,https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/Screenshot2023-10-30184015.png,https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/Screenshot2023-10-30184015.png,,"Diketahui :
\[
\begin{array}{l}
R_{D}: R_{B}=3: 4 \\
R_{B}=800 \mathbf{m m}
\end{array}
\]

Ditanyakan :
\[
R_{D}=\text { ? }
\] \( \begin{array}{c}R_{D}: R_{B}=3: 4 \\ \frac{R_{D}}{R_{B}}=\frac{3}{4} \\ \frac{R_{D}}{800}=\frac{3}{4} \\ R_{D}=\frac{3}{4} \times 800=600\end{array} \)",https://bangsoal.s3.ap-southeast-1.amazonaws.com/assets/Screenshot2023-10-30184015.png,SINGLEANSWER,C/PKPM/3,6cf26760-61ad-40cc-a510-04fdaa79b829,"",bef39169-f776-4cf1-b2da-18afe3910cd6,"Diketahui :
\[
\begin{array}{l}
R_{D}: R_{B}=3: 4 \\
R_{B}=800 \mathbf{m m}
\end{array}
\]

Ditanyakan :
\[
R_{D}=\text { ? }
\] \( \begin{array}{c}R_{D}: R_{B}=3: 4 \\ \frac{R_{D}}{R_{B}}=\frac{3}{4} \\ \frac{R_{D}}{800}=\frac{3}{4} \\ R_{D}=\frac{3}{4} \times 800=600\end{array} \)"
